player_id,signup_date,total_deposits,total_wagered,win_loss_ratio,days_since_last_bet,preferred_sport,avg_odds,churn_label,marketing_group,wager_deposit_ratio,is_high_risk
1037,2025-04-28,3799.13,9830.577645729214,0.433616510388003,59,Football,8.21,0,Test,2.249483145995169,1
1038,2025-05-25,4574.3,5899.155,0.4529357556447906,28,Cricket,1.11,0,Control,1.2893482394597076,0
1039,2024-07-19,892.26,1125.5136249999998,0.7888222249991657,7,Horse Racing,2.38,0,Control,1.2600067449566754,0
1040,2024-10-30,3657.67,4111.825,0.5813998401363658,20,Greyhounds,1.71,0,Control,1.1238578499837373,0
1041,2024-02-14,193.85,197.11,1.0047757514745217,8,Tennis,9.2,0,Control,1.0115986656402363,0
1042,2024-02-22,1805.66,3487.10101843328,0.799803947606276,12,Cricket,2.81,0,Test,1.6783798585009764,0
1043,2024-02-21,4526.4,8639.286332124997,1.0793359381756948,2,Horse Racing,5.51,0,Test,1.6593238718690637,0
1044,2024-01-11,4558.51,5764.393974999999,0.7232258783498392,6,Football,7.77,0,Control,1.2642573379595612,0
1045,2024-04-27,1093.08,1420.8365,0.5935348650569435,51,Tennis,1.82,0,Control,1.2986586904065516,1
1046,2025-06-09,1158.13,2312.9682431943743,1.0017857431669723,11,Tennis,4.73,0,Test,1.7351606232368235,0
1047,2025-07-15,4837.81,4459.251499999999,0.4075837497581019,56,Greyhounds,3.7,0,Control,0.9215595363322798,1
1048,2025-03-10,3721.75,5768.044074999999,0.6141301442314571,5,Football,1.11,0,Control,1.5494040897186216,0
1049,2024-12-12,101.61,155.90952499999997,0.9168671764322658,15,Tennis,4.34,0,Control,1.5194379202806743,0
1050,2025-01-30,1072.24,2205.8956546749996,0.758736617523059,9,Tennis,7.94,0,Test,1.787270446964332,0
1051,2025-01-25,4976.3,8078.0730771531225,0.5117277557111669,52,Greyhounds,9.54,0,Test,1.4112895287480156,1
1052,2024-10-09,1246.42,2448.223968625,0.5653131401883611,47,Football,2.06,1,Test,1.7066348202690351,1
1053,2025-06-09,248.45,341.97549999999995,0.9308551494932475,12,Horse Racing,1.81,0,Control,1.370918019643215,0
1054,2025-10-09,1912.3,3031.4825728749997,0.6861961093062201,7,Tennis,2.04,0,Test,1.3777618786912664,0
1055,2024-02-18,4203.67,4307.27,0.4495585764127208,54,Greyhounds,8.27,1,Control,1.0244014393519587,1
1056,2025-01-15,85.12,176.04705487171867,0.5433892071318538,57,Greyhounds,2.81,0,Test,1.7775707796171032,1
1057,2024-03-23,2496.26,4109.464210496873,0.9749143628144218,12,Horse Racing,8.42,0,Test,1.430947173927624,0
1058,2024-06-21,4969.56,4944.034,1.0216940309591958,5,Football,4.46,0,Control,0.9946633779694841,0
1059,2024-08-26,940.56,1361.2743774999997,1.0265855069874037,3,Horse Racing,4.66,0,Control,1.4457648769064104,0
1060,2025-06-28,2739.15,2511.48,0.7338825507338447,10,Greyhounds,5.15,0,Control,0.9165483641406492,0
1061,2024-08-13,1523.92,2672.638960562499,0.846594493216124,13,Greyhounds,3.35,1,Test,1.5240365912638036,0
1062,2024-05-12,3244.73,4583.3393175,1.0598215323732842,9,Cricket,1.85,0,Test,1.2279248273885999,0
1063,2025-02-01,4374.17,11707.996546756402,0.9487354956762396,2,Cricket,8.9,0,Test,2.326964795058677,0
1064,2024-08-26,2455.27,5785.450717588904,0.4429695345213879,23,Greyhounds,3.7,0,Test,2.0481570474527935,0
1065,2025-11-14,4369.0,6903.026799999999,0.9973413676621408,13,Horse Racing,1.51,0,Control,1.5796399999999997,0
1066,2024-12-23,1133.58,1499.5166249999995,0.4012421282277623,54,Horse Racing,1.88,1,Control,1.3216490904123108,1
1067,2025-09-16,1492.56,2185.3308391875,1.000569277171064,1,Greyhounds,3.57,0,Test,1.2723209554688129,0
1068,2024-09-30,1287.49,1354.67,0.5524866511180173,50,Football,4.3,1,Control,1.0513624475160848,1
1069,2025-05-24,583.34,600.2885,0.59971303903945,27,Football,1.93,0,Control,1.0272931854742102,0
1070,2024-11-10,4596.47,7941.904195559373,1.0784277682093002,14,Cricket,7.42,0,Test,1.5021313131597376,0
1071,2024-08-29,1251.65,1812.1424,0.9058884523794816,7,Greyhounds,5.31,0,Control,1.446647028300004,0
1072,2024-06-08,2192.93,3938.549152499999,0.6629891222185093,4,Football,5.45,1,Control,1.7952027423390897,0
1073,2024-04-27,3607.19,4798.238955,0.842643837758125,10,Greyhounds,1.86,0,Test,1.1563641881386513,0
1074,2024-10-06,4470.87,9342.754135937497,0.6372550350675721,5,Football,8.92,0,Test,1.8167196343475993,0
1075,2025-02-07,2842.06,4971.9525370625,0.4954178953208282,24,Football,9.76,0,Test,1.5206984688152905,0
1076,2024-12-12,2720.48,4770.274626375,0.812185388085227,1,Greyhounds,5.33,0,Test,1.5241945164028394,0
1077,2024-08-30,2194.89,3220.1334287499994,0.7943414817902632,6,Horse Racing,3.91,0,Control,1.4664365832304895,0
1078,2024-01-31,2932.86,5781.284191174999,0.4312803038204667,52,Football,2.35,0,Test,1.7135117710115682,1
1079,2025-06-16,3210.37,5404.569232999999,0.7489360858458043,10,Tennis,4.81,0,Test,1.4634331827226386,0
1080,2025-04-06,3660.92,8234.435984909373,1.051898574005607,4,Football,8.61,0,Test,1.955361973312497,0
1081,2025-07-04,2156.82,5185.339170090624,0.4151884960915341,28,Cricket,2.85,0,Test,2.089604592916693,0
1082,2024-11-02,1288.91,1399.3314999999998,1.043429957425582,6,Horse Racing,9.24,1,Control,1.0848287865044846,0
1083,2024-09-04,1520.99,2044.6655,0.9389277376842956,13,Football,8.71,0,Control,1.3434158568715957,0
1084,2025-11-14,1004.84,1017.29,0.8214707812181679,11,Horse Racing,3.39,0,Control,1.0113835202417878,0
1085,2024-10-12,4892.78,12887.264316894994,0.4818655885128672,36,Tennis,9.54,0,Test,2.289910212003808,1
1086,2024-09-25,143.92,219.50028437499995,0.6584233363146996,5,Football,7.08,0,Test,1.3170701939000826,0
1087,2024-03-09,3471.82,6598.217026449998,0.7495300744031692,6,Football,2.68,0,Test,1.6521386144401375,0
1088,2025-02-01,861.38,1849.48316105,0.7634985190826957,14,Greyhounds,7.86,0,Test,1.8648927700085811,0
1089,2025-06-14,1948.63,3299.9793662499997,0.7194683816094744,7,Greyhounds,2.78,0,Test,1.4718419777085907,0
1090,2024-10-31,2625.4,6161.189336749999,0.4385035552003101,36,Football,8.04,0,Test,2.039885754264392,1
1091,2024-05-24,4441.1,4940.344225,0.8377514451285586,12,Greyhounds,7.9,1,Control,1.1121641171968213,0
1092,2024-09-04,1809.55,2100.9235,1.0977466706858974,12,Football,9.88,0,Control,1.160378614233244,0
1093,2024-07-16,2751.31,3879.487625,0.996477741921219,13,Cricket,7.9,0,Control,1.409538760168731,0
1094,2025-03-22,4051.54,7462.577664206248,0.6966254031838099,2,Cricket,3.12,0,Test,1.6012668521162035,0
1095,2024-09-03,4160.61,6081.819433124998,0.7117708335439622,7,Greyhounds,5.53,0,Test,1.270791505571161,0
1096,2025-03-23,1447.45,1552.2814999999998,0.9659844858854124,12,Cricket,3.75,0,Control,1.0716845593565534,0
1097,2024-03-02,2224.98,3058.22835,0.4969766813993054,37,Football,1.21,0,Control,1.3738795272194717,1
1098,2024-01-24,2952.56,3711.22396625,0.8152402615973603,9,Cricket,5.15,0,Control,1.2565256728321077,0
1099,2025-03-09,1144.88,1287.701,0.4747584352166257,36,Tennis,7.6,1,Control,1.1237660138932524,1
1100,2025-09-22,3961.94,7738.636438190621,0.483691285849449,48,Greyhounds,2.47,0,Test,1.698044652880815,1
1101,2025-10-12,1241.08,1039.64,0.9686175905105971,6,Football,5.94,0,Control,0.8370153291253383,0
1102,2024-07-21,4741.15,8993.844879124998,0.5186399351464592,44,Tennis,2.01,0,Test,1.6491959717638622,1
1103,2025-08-29,1299.46,1743.0435,0.5432681075045387,35,Greyhounds,1.4,0,Control,1.3403284222505882,1
1104,2025-11-05,2020.69,2939.1350428749997,0.6067217346515792,10,Greyhounds,4.34,0,Test,1.2641748252699474,0
1105,2024-08-22,4337.42,5141.673,0.7122553208770408,9,Greyhounds,8.85,0,Control,1.185148740785816,0
1106,2024-12-15,4080.76,4640.802,0.7465956331505437,5,Tennis,9.62,0,Control,1.1369610168162751,0
1107,2024-04-18,1625.28,3623.45997328125,0.5516189907945185,51,Football,5.22,0,Test,1.937449122767912,1
1108,2024-12-15,3413.04,4746.48357875,0.5004021001413037,37,Football,8.47,0,Control,1.390283528825087,1
1109,2024-04-11,4092.39,7734.857710187498,0.7930793254006436,2,Horse Racing,8.07,0,Test,1.6431278784210641,0
1110,2024-01-27,177.58,221.770025,0.4862078565862236,41,Cricket,2.16,0,Control,1.2418525310785082,1
1111,2024-05-08,16.11,22.98042125,0.4538289323355075,29,Football,7.45,0,Control,1.3430988457042665,0
1112,2025-07-08,4086.53,7624.687806499998,1.0188019382072435,2,Tennis,3.16,0,Test,1.6220463972129866,0
1113,2025-03-18,3372.7,4187.00855,0.5816806247194821,60,Tennis,9.56,0,Control,1.2410731689243264,1
1114,2024-07-23,814.72,863.870225,0.6170496804105269,1,Tennis,7.38,0,Control,1.0590278833423232,0
1115,2025-06-08,3749.7,8316.559698874999,0.7827902386308332,11,Cricket,1.7,0,Test,1.9281176960300743,0
1116,2025-07-08,97.02,155.14445874999998,0.6388177958510328,5,Greyhounds,7.47,0,Control,1.5827837048561517,0
1117,2024-07-14,2059.89,3788.1901269374985,0.6063678099465257,15,Cricket,2.19,0,Test,1.5983766097414218,0
1118,2024-11-24,3597.07,6341.881453749999,0.8742249780004941,4,Football,9.67,1,Test,1.532677108838905,0
1119,2025-02-13,4137.76,6324.684324999999,1.0426580593616612,12,Horse Racing,5.15,0,Control,1.5281592373077924,0
1120,2024-10-16,2687.43,4608.5623830031245,0.6241893676106198,6,Cricket,1.56,0,Test,1.4906267042242127,0
1121,2025-04-01,1808.62,2875.2788246874998,0.8411442903160429,8,Cricket,3.43,0,Test,1.3816394913020413,0
1122,2025-05-15,948.24,963.37,0.8291073975326737,11,Tennis,2.8,0,Control,1.014885592684674,0
1123,2024-01-23,3980.06,6465.507679218748,0.7697743721115821,1,Horse Racing,9.57,0,Test,1.412232066491085,0
1124,2025-08-25,4462.04,4825.4575,0.7858125986021203,12,Cricket,1.12,0,Control,1.081204179214168,0
1125,2024-06-29,368.99,874.6185594124995,0.9718702493823774,3,Cricket,5.51,0,Test,2.0555633334684713,0
1126,2024-04-10,1925.45,2988.0722377499997,0.4741618747321082,44,Football,2.67,0,Test,1.348762586623063,1
1127,2025-01-13,3125.09,6449.5829773125,0.5157301340801275,45,Tennis,6.84,0,Test,1.7940408061668092,1
1128,2025-04-21,1022.85,2206.4749255449997,0.803290672215933,3,Football,8.27,0,Test,1.8739794386873074,0
1129,2025-09-18,4369.03,4566.13,1.0984530575042062,2,Greyhounds,2.29,0,Control,1.0448738338180745,0
1130,2025-01-02,1025.73,1248.3365,0.6750649698648971,3,Horse Racing,4.15,0,Control,1.215837172382223,0
1131,2024-03-04,1360.35,2050.8272,0.6679174411354016,12,Horse Racing,7.75,0,Control,1.506465787637272,0
1132,2024-07-15,4738.97,7483.538174999999,0.6643780910304511,5,Horse Racing,3.79,0,Control,1.5788155146551557,0
1133,2025-04-27,2117.93,1748.55,1.070746121709304,12,Greyhounds,6.87,0,Control,0.8252042304370603,0
1134,2025-06-05,2440.94,2169.02,1.034380553911125,1,Cricket,4.93,0,Control,0.8882364022048044,0
1135,2025-02-16,3181.91,3751.469625,0.6647519653411242,5,Tennis,6.82,0,Control,1.1786288726354186,0
1136,2024-02-20,119.5,216.73989624999996,0.8671031765725734,8,Cricket,3.57,0,Test,1.5640620331950206,0
1137,2024-01-07,2320.54,2905.3485,0.7714965282695798,4,Football,5.96,0,Control,1.25147466767749,0
1138,2024-05-05,1829.85,3706.703925749999,1.087611638286187,8,Greyhounds,4.08,0,Test,1.7605051233033835,0
1139,2025-04-30,4031.85,3775.496,0.840073807346613,7,Greyhounds,5.47,0,Control,0.9361855759574494,0
1140,2024-09-07,3644.95,2937.21,0.5427312427265896,26,Tennis,6.07,0,Control,0.8056089633703151,0
1141,2024-02-10,528.59,871.4773441874997,0.4836004190547317,56,Horse Racing,6.38,0,Test,1.4309303163768194,1
1142,2024-08-17,2077.41,4059.20039438125,0.901547911597604,7,Horse Racing,7.34,0,Test,1.698288342230359,0
1143,2024-04-14,3258.68,3283.043,0.8602719549366671,9,Greyhounds,9.59,1,Control,1.0071672679526826,0
1144,2025-03-05,162.76,172.75817499999997,0.7301457594550119,3,Football,9.56,0,Control,1.054947331460674,0
1145,2024-08-13,4780.99,5132.2775,0.8922870817507066,12,Tennis,3.17,0,Control,1.0732514078866748,0
1146,2024-01-17,179.27,214.8085,1.0496634826006406,7,Horse Racing,8.66,0,Control,1.1915931658068453,0
1147,2024-05-09,2076.76,3112.44027,0.6242858014231994,9,Cricket,4.54,0,Control,1.4979787222778376,0
1148,2025-03-18,350.59,369.5525,0.8913688439739025,11,Greyhounds,9.1,0,Control,1.0510893370118606,0
1149,2024-05-01,1560.41,2039.255325,1.045698061033563,8,Greyhounds,1.34,0,Control,1.3060344976655716,0
1150,2025-03-30,4690.38,4047.68,0.4411739177863405,55,Greyhounds,9.15,1,Control,0.8627909058741777,1
1151,2025-07-18,3417.68,6883.528043496873,0.482027490149364,34,Cricket,7.87,1,Test,1.7508736002089984,1
1152,2024-07-17,3184.48,3436.6714999999995,0.7739041504701379,13,Cricket,8.29,0,Control,1.0788551489885354,0
1153,2024-02-19,1619.54,3848.752091853125,0.65967408676938,11,Greyhounds,7.8,0,Test,2.065201074603219,0
1154,2025-07-28,4279.1,4753.44,0.7964321335691112,3,Cricket,1.46,0,Control,1.1105908740449988,0
1155,2025-02-26,2837.43,5083.504155687499,1.018785459594124,10,Football,6.33,0,Test,1.557353324284904,0
1156,2024-04-27,2468.38,4827.432150624999,0.942484551864658,13,Football,1.21,0,Test,1.6999275476030418,0
1157,2024-12-26,763.62,1621.941339463906,0.606522069717482,3,Greyhounds,1.63,0,Test,1.8445551691649116,0
1158,2024-05-01,46.19,64.13529874999999,0.7134949671558074,45,Football,3.72,0,Control,1.3590866444161898,1
1159,2025-02-06,4954.82,11414.99510550312,1.0931995985733938,3,Football,2.25,0,Test,2.0029142907606605,0
1160,2025-10-20,4927.67,6140.3146,0.4303456815049883,37,Tennis,4.52,0,Control,1.245836016613001,1
1161,2025-09-02,4152.19,9317.431148946871,0.8500352536830527,15,Greyhounds,8.47,0,Test,1.9508170930206656,0
1162,2024-05-06,4528.64,4149.46,0.6769565660395713,11,Cricket,1.53,0,Control,0.9160683851255287,0
1163,2025-05-03,2687.05,3392.086,0.9681084178996098,5,Cricket,3.57,0,Control,1.2619132828630417,0
1164,2025-09-17,1655.96,3314.052022624999,0.6448250341439854,11,Cricket,2.44,0,Test,1.7391997196673423,0
1165,2025-07-22,760.52,1183.968125,0.6122797506062437,2,Football,2.86,1,Control,1.5547433094337642,0
1166,2024-05-15,1822.72,2456.745,0.5810254871130092,27,Tennis,7.43,0,Control,1.3471064637115346,0
1167,2025-11-28,3920.39,6975.145363387497,0.5093145220944651,39,Cricket,9.35,0,Test,1.5467331212274213,1
1168,2024-06-12,3274.33,5364.569460062499,0.8309183640683383,5,Tennis,2.08,0,Test,1.4242360338500244,0
1169,2025-05-23,1413.74,2413.5481707125,0.7174570904659767,15,Football,9.61,0,Test,1.4834793246462248,0
1170,2024-02-10,2584.47,3784.17505,0.7436785446986562,14,Greyhounds,6.69,0,Control,1.4636313900374014,0
1171,2025-12-01,3595.26,7459.412793671715,1.0589766346457783,1,Horse Racing,6.49,0,Test,1.8036643367110892,0
1172,2025-03-12,374.0,642.3269178281248,0.6606619560824631,12,Greyhounds,9.12,0,Test,1.4894537224999997,0
1173,2025-11-05,4676.21,5259.26,0.4820945734794427,48,Tennis,2.77,1,Control,1.12444384579696,1
1174,2025-02-26,1583.43,2292.18345,0.9073812546697452,12,Cricket,5.32,0,Control,1.4466927854180998,0
1175,2024-07-12,1833.53,2602.825475,1.0618957598872416,12,Horse Racing,4.71,0,Control,1.4187968989332418,0
1176,2024-06-19,246.25,296.74254999999994,0.8458615444939634,6,Greyhounds,9.97,0,Control,1.2001720930232556,0
1177,2024-11-28,2844.94,3361.9904999999994,1.0879368516346035,11,Horse Racing,5.43,0,Control,1.181328664694266,0
1178,2025-10-22,3560.94,5544.384792625,1.099999965993332,13,Cricket,1.39,0,Test,1.3535332339960808,0
1179,2024-12-16,2181.19,5264.506188990625,0.7505823700179475,2,Horse Racing,8.15,0,Test,2.097815253798936,0
1180,2024-06-13,4774.22,5163.22515,0.7192705666599015,9,Horse Racing,5.0,0,Control,1.081253879402415,0
1181,2024-01-08,3863.89,7513.686250340622,0.9959056328828542,1,Greyhounds,6.89,0,Test,1.6905112998526475,0
1182,2025-07-14,28.21,50.37138,0.8155841633458184,29,Horse Racing,9.04,0,Control,1.7244566929133858,0
1183,2025-08-29,4106.58,9362.545890662497,0.7967076022569641,8,Cricket,3.87,0,Test,1.982029382933503,0
1184,2024-12-23,2728.1,3062.526475,0.4722986767306559,31,Football,9.78,0,Control,1.1221745172401159,1
1185,2024-06-09,2246.36,4493.791718375,1.0824144445549038,8,Greyhounds,9.94,1,Test,1.7387712571639613,0
1186,2025-06-09,286.38,492.38328125,1.030579904680537,13,Cricket,2.49,0,Control,1.7133526384925881,0
1187,2025-11-28,3091.32,5138.641197499999,0.5194605380220442,43,Greyhounds,8.51,0,Control,1.6617430270799913,1
1188,2025-04-15,3701.31,6962.7755166843735,1.006789642564308,10,Cricket,9.79,0,Test,1.6353539832732806,0
1189,2024-07-11,4236.77,9610.707140456248,0.4738866930470942,50,Cricket,7.79,0,Test,1.972059985292972,1
1190,2025-01-28,1899.85,2259.198,0.8749778133799487,2,Cricket,1.69,0,Control,1.188519872688534,0
1191,2024-06-23,1607.9,2186.18176875,0.6395076467934728,8,Horse Racing,7.83,0,Control,1.358805251258624,0
1192,2025-07-29,1632.72,2169.86278,1.02699380374472,13,Greyhounds,2.36,0,Control,1.328172991699924,0
1193,2025-04-18,4022.54,8367.858052187497,0.6076060609559233,7,Tennis,2.32,0,Test,1.808456808245972,0
1194,2024-08-14,340.93,732.1742433937496,0.6572246304041094,10,Greyhounds,4.35,0,Test,1.8619988159126128,0
1195,2025-05-13,497.48,1208.0191154553117,1.0966223563855817,10,Cricket,5.98,0,Test,2.107309028935463,0
1196,2025-05-22,4581.21,8795.175259187497,0.8044012876378881,5,Horse Racing,9.17,0,Test,1.6690589227141484,0
1197,2024-06-10,3203.37,4016.387535,1.0413120424897615,13,Football,2.99,0,Test,1.0899212325667762,0
1198,2024-05-07,977.36,1477.3627662499996,0.5235139463159284,24,Greyhounds,4.09,0,Test,1.3130782891778074,0
1199,2024-04-07,95.36,94.553,0.6286243104215226,8,Horse Racing,8.0,0,Control,0.981247405562474,0
1200,2024-01-10,3589.05,6349.090325206248,0.5558292314847734,34,Greyhounds,6.32,0,Test,1.5378471355203962,1
1201,2024-10-15,2016.74,1967.6385,0.4159101347806346,38,Greyhounds,1.27,0,Control,0.9751694965654644,1
1202,2025-03-23,2406.17,3982.3473107499995,0.6938673858863561,12,Football,3.53,0,Test,1.4385816975951011,0
1203,2024-11-09,3277.39,4063.6722,0.4618449258228536,51,Horse Racing,1.12,0,Control,1.2395328804687666,1
1204,2024-06-26,4811.97,6906.719219999999,0.523399693304059,35,Tennis,9.98,0,Test,1.2478454675595316,1
1205,2025-06-18,1908.25,3391.671170993749,0.5094651032443603,57,Greyhounds,8.92,1,Test,1.5447318471258344,1
1206,2024-07-26,4142.0,6684.299616062498,0.9412614031871098,11,Horse Racing,3.16,0,Test,1.4029530409727247,0
1207,2024-03-18,3224.38,2705.75,0.8846123789565181,7,Football,2.48,0,Control,0.8388934017077058,0
1208,2024-05-30,1319.84,1329.8485,0.940252601197928,2,Cricket,3.21,0,Control,1.006820281033282,0
1209,2024-09-16,3994.6,5267.689424999999,0.6749229813941298,3,Tennis,4.32,0,Control,1.3183725660726797,0
1210,2024-11-27,3955.78,10095.423103393276,0.7924893586816841,15,Cricket,5.37,0,Test,2.2186294880077666,0
1211,2025-05-11,1209.2,1799.7973915,0.7994287531113109,5,Tennis,1.45,1,Test,1.2932087340935383,0
1212,2025-05-24,3004.53,6234.927440249998,0.9395201270538044,5,Tennis,8.61,0,Test,1.8039001557129686,0
1213,2024-08-26,3874.54,3729.58,0.5994897235483568,42,Tennis,8.72,1,Control,0.9623381515866176,1
1214,2024-04-02,377.46,598.9646803749998,0.9498492839695076,1,Greyhounds,5.43,0,Test,1.3762058143529037,0
1215,2024-05-25,355.06,632.6321761843748,0.5514697847868586,23,Tennis,8.26,0,Test,1.5450062793138792,0
1216,2025-01-08,3015.91,4610.208549999999,0.4278462118797696,48,Cricket,2.05,0,Control,1.5281226652435769,1
1217,2024-05-24,835.14,1703.7244781874995,0.8253619152622592,1,Greyhounds,3.56,0,Test,1.7718319255746642,0
1218,2024-11-24,4495.19,8995.139143749997,0.4069873332325296,23,Horse Racing,2.89,1,Test,1.739664054454994,0
1219,2024-12-13,1811.52,2015.5935,0.5666629639736508,29,Tennis,8.4,0,Control,1.1120393154282435,0
1220,2025-08-25,1391.72,1794.3283249999993,0.8615738517995724,2,Cricket,9.31,0,Control,1.2883625746740186,0
1221,2024-07-30,1466.84,1759.8904249999996,1.0548175117245069,4,Tennis,9.13,0,Control,1.1989661168792236,0
1222,2025-08-18,3354.84,7943.674189884372,0.6784269493440312,11,Cricket,9.89,0,Test,2.05836475332927,0
1223,2024-02-21,153.17,270.8336178125,0.4154256668102066,31,Football,3.08,0,Test,1.5275831468508791,1
1224,2025-10-05,2865.07,5423.1821575124995,0.9820069690803904,15,Horse Racing,3.63,0,Test,1.6453926707128577,0
1225,2025-03-08,2098.22,3684.2740612499992,1.065755947666572,11,Greyhounds,4.91,0,Test,1.526146175722411,0
1226,2025-02-03,3098.95,3205.5905,0.5177491187761287,41,Greyhounds,4.52,0,Control,1.034078130292424,1
1227,2024-06-11,2160.27,5194.913230303124,0.4235968026563987,60,Horse Racing,7.46,0,Test,2.0901210179373697,1
1228,2024-10-20,816.61,1257.8429749999998,1.082717673830695,14,Greyhounds,4.16,0,Control,1.5384388339183717,0
1229,2024-04-18,1439.05,1528.695,1.0258963463516144,12,Greyhounds,4.91,0,Control,1.0615568903857504,0
1230,2024-02-27,3165.03,3739.6597,0.6236637641560274,13,Greyhounds,7.38,0,Control,1.181182648300869,0
1231,2024-08-12,4732.46,12337.796732020777,0.6739701181717489,5,Greyhounds,4.6,0,Test,2.2665278458906113,0
1232,2024-04-08,1380.3,3205.49994971875,0.8335545138234511,4,Cricket,3.66,0,Test,2.0179477742887135,0
1233,2025-04-14,4873.15,5064.08,0.8344859970777286,3,Greyhounds,2.74,0,Control,1.0389667942102727,0
1234,2024-09-20,1692.49,3036.5721810625,0.9013857939938672,12,Greyhounds,3.51,0,Test,1.5592046889854678,0
1235,2025-09-17,2544.3,2409.21,1.0908512448703878,15,Greyhounds,9.41,0,Control,0.9465328252072447,0
1236,2024-12-20,4487.15,5346.994,0.4055372024180367,30,Greyhounds,2.01,0,Control,1.1913581319697426,0
1237,2025-01-13,3749.82,4014.44875,0.6675929186872406,10,Horse Racing,9.8,0,Control,1.0702856308753819,0
